Unnamed: 0,No,CVE,ENTIDAD,INSTITUCION,PROGRAMA,area_general,subcampo,CVE_AREA_CONOCIMIENTO,DESC_AREA_CONOCIMIENTO,ID_CAMPO,CVE_CAMPO,DESC_CAMPO,similitud
1103,1104,2555,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS EN BIOMEDICINA,Ciencias Naturales,Ciencias,2,Biología y Química,146,22,CIENCIAS BIOMÉDICAS,62.96296296296296
1104,1105,5351,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS EN INTELIGENCIA ARTIFICIAL,Ciencias Naturales,Ciencias,5,Humanidades,172,41,CIENCIAS DE LAS ARTES Y LAS LETRAS,56.790123456790134
1105,1106,4488,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS EN NEUROMETABOLISMO,Ciencias Naturales,Ciencias,1,Físico-Matemáticas y Ciencias de la Tierra,138,12,CIENCIAS DE LA TIERRA Y DEL ESPACIO,53.333333333333336
1106,1107,26,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS INGENIERÍA DE BIOSISTEMAS,Ciencias Naturales,Ciencias,5,Humanidades,172,41,CIENCIAS DE LAS ARTES Y LAS LETRAS,57.49999999999999
1107,1108,2531,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS -MECATRÓNICA,Ciencias Naturales,Ciencias,9,Interdisciplinaria,216,17,A1 - CIENCIAS DEL MAR,62.96296296296296
1108,1109,3658,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS QUÍMICO BIOLÓGICAS,Ciencias Naturales,Ciencias,2,Biología y Química,146,22,CIENCIAS BIOMÉDICAS,55.172413793103445
1108,1109,3658,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS QUÍMICO BIOLÓGICAS,Ciencias Naturales,Ciencias,2,Biología y Química,146,22,CIENCIAS BIOMÉDICAS,55.172413793103445
1109,1110,2515,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS SOCIALES,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,62.5
1109,1110,2515,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS SOCIALES,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,62.5
1109,1110,2515,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS SOCIALES,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,62.5
1109,1110,2515,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS SOCIALES,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,62.5
1109,1110,2515,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS SOCIALES,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,62.5
1109,1110,2515,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS SOCIALES,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,62.5
1109,1110,2515,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS SOCIALES,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,62.5
1109,1110,2515,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS SOCIALES,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,62.5
1109,1110,2515,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN CIENCIAS SOCIALES,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,62.5
1110,1111,7267,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN DIRECCIÓN Y GESTIÓN DE PROYECTOS ARTÍSTICOS Y CULTURALES,Humanidades,Cultura,5,Humanidades,172,41,CIENCIAS DE LAS ARTES Y LAS LETRAS,45.09803921568627
1111,1112,2346,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN DISEÑO E INNOVACIÓN,Otros,,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,47.27272727272728
1112,1113,3539,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN ENSEÑANZA DE ESTUDIOS LITERARIOS,Educación,Enseñanza,5,Humanidades,184,766,ESTUDIOS DE GÉNERO,48.38709677419355
1113,1114,3391,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN ESTUDIOS AMERINDIOS Y EDUCACIÓN BILINGÜE,Ciencias Sociales,Educación,6,Ciencias Sociales,196,500,MEDIOS DE COMUNICACIÓN Y COMUNICACIONES,52.74725274725275
1114,1115,3426,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN ESTUDIOS ANTROPOLÓGICOS EN SOCIEDADES CONTEMPORÁNEAS,Otros,,9,Interdisciplinaria,211,12,A1 - CIENCIAS DE LA TIERRA Y DEL ESPACIO,42.307692307692314
1115,1116,5905,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRIA EN ESTUDIOS DE GENERO,Otros,,5,Humanidades,184,766,ESTUDIOS DE GÉNERO,70.83333333333333
1116,1117,2403,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN ESTUDIOS HISTÓRICOS,Otros,,5,Humanidades,184,766,ESTUDIOS DE GÉNERO,53.06122448979591
1117,1118,3473,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN ESTUDIOS MULTIDISCIPLINARIOS SOBRE EL TRABAJO,Interdisciplinario,Multidisciplinario,5,Humanidades,172,41,CIENCIAS DE LAS ARTES Y LAS LETRAS,41.75824175824175
1118,1119,5073,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN ÉTICA APLICADA Y BIOÉTICA,Otros,,9,Interdisciplinaria,226,33,A3 - INGENIERÍA BIOMÉDICA,51.61290322580645
1119,1120,3631,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN FILOSOFÍA CONTEMPORÁNEA APLICADA,Humanidades,Filosof,5,Humanidades,172,41,CIENCIAS DE LAS ARTES Y LAS LETRAS,43.58974358974359
1120,1121,1401,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN GESTIÓN INTEGRADA DE CUENCAS,Otros,,1,Físico-Matemáticas y Ciencias de la Tierra,138,12,CIENCIAS DE LA TIERRA Y DEL ESPACIO,56.00000000000001
1121,1122,2486,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN INGENIERIA DE VÍAS TERRESTRES Y MOVILIDAD,Ingeniería y Tecnología,Ingenier,5,Humanidades,172,41,CIENCIAS DE LAS ARTES Y LAS LETRAS,48.275862068965516
1122,1123,3417,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN LINGÜÍSTICA,Humanidades,Lingüística,5,Humanidades,176,45,LINGÜÍSTICA,64.70588235294117
1122,1123,3417,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN LINGÜÍSTICA,Humanidades,Lingüística,5,Humanidades,176,45,LINGÜÍSTICA,64.70588235294117
1123,1124,5352,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN QUÍMICA CLÍNICA DIAGNÓSTICA,Ciencias Naturales,Química,6,Ciencias Sociales,196,500,MEDIOS DE COMUNICACIÓN Y COMUNICACIONES,46.15384615384615
1124,1125,3150,QUERÉTARO,UNIVERSIDAD AUTONOMA DE QUERETARO,MAESTRÍA EN SALUD Y PRODUCCIÓN ANIMAL SUSTENTABLE,Salud,Salud,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",203,64,SALUD Y PRODUCCIÓN ANIMAL,67.56756756756756
1125,1126,3891,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AGROPECUARIAS,Ciencias Naturales,Ciencias,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",201,61,CIENCIAS AGRARIAS,65.38461538461539
1125,1126,3891,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AGROPECUARIAS,Ciencias Naturales,Ciencias,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",201,61,CIENCIAS AGRARIAS,65.38461538461539
1125,1126,3891,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AGROPECUARIAS,Ciencias Naturales,Ciencias,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",201,61,CIENCIAS AGRARIAS,65.38461538461539
1125,1126,3891,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AGROPECUARIAS,Ciencias Naturales,Ciencias,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",201,61,CIENCIAS AGRARIAS,65.38461538461539
1125,1126,3891,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AGROPECUARIAS,Ciencias Naturales,Ciencias,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",201,61,CIENCIAS AGRARIAS,65.38461538461539
1125,1126,3891,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AGROPECUARIAS,Ciencias Naturales,Ciencias,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",201,61,CIENCIAS AGRARIAS,65.38461538461539
1125,1126,3891,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AGROPECUARIAS,Ciencias Naturales,Ciencias,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",201,61,CIENCIAS AGRARIAS,65.38461538461539
1125,1126,3891,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AGROPECUARIAS,Ciencias Naturales,Ciencias,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",201,61,CIENCIAS AGRARIAS,65.38461538461539
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1126,1127,547,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS AMBIENTALES,Ciencias Naturales,Ciencias,2,Biología y Química,149,25,CIENCIAS AMBIENTALES,75.47169811320755
1127,1128,1477,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS APLICADAS,Ciencias Naturales,Ciencias,7,"Ciencias de Agricultura, Agropecuarias, Forestales y de Ecosistemas",201,61,CIENCIAS AGRARIAS,54.16666666666667
1128,1129,1753,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS BIOMÉDICAS BÁSICAS,Ciencias Naturales,Ciencias,2,Biología y Química,146,22,CIENCIAS BIOMÉDICAS,64.40677966101696
1129,1130,3899,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,60.31746031746032
1129,1130,3899,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,60.31746031746032
1129,1130,3899,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,60.31746031746032
1129,1130,3899,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,60.31746031746032
1129,1130,3899,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,60.31746031746032
1129,1130,3899,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,60.31746031746032
1129,1130,3899,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,60.31746031746032
1129,1130,3899,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,60.31746031746032
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1130,1131,2992,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA INGENIERÍA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,186,51,CIENCIAS DE LA EDUCACIÓN,64.51612903225806
1131,1132,6467,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS DE LA VIDA,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,74.50980392156863
1132,1133,590,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS EN BIOPROCESOS,Ciencias Naturales,Ciencias,5,Humanidades,172,41,CIENCIAS DE LAS ARTES Y LAS LETRAS,51.42857142857142
1132,1133,590,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS EN BIOPROCESOS,Ciencias Naturales,Ciencias,5,Humanidades,172,41,CIENCIAS DE LAS ARTES Y LAS LETRAS,51.42857142857142
1133,1134,897,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,51.61290322580645
1133,1134,897,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,51.61290322580645
1133,1134,897,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,51.61290322580645
1133,1134,897,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,51.61290322580645
1133,1134,897,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,51.61290322580645
1133,1134,897,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,51.61290322580645
1133,1134,897,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA,Ciencias Naturales,Ciencias,2,Biología y Química,144,20,CIENCIAS DE LA VIDA,51.61290322580645
1134,1135,3383,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS FARMACOBIOLÓGICAS,Ciencias Naturales,Ciencias,8,Ingenierías y Desarrollo Tecnológico,205,70,CIENCIAS TECNOLÓGICAS,66.66666666666667
1135,1136,388,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS FÍSICA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,187,52,CIENCIAS ECONÓMICAS,63.829787234042556
1135,1136,388,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS FÍSICA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,187,52,CIENCIAS ECONÓMICAS,63.829787234042556
1135,1136,388,SAN LUIS POTOSÍ,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,DOCTORADO EN CIENCIAS FÍSICA,Ciencias Naturales,Ciencias,6,Ciencias Sociales,187,52,CIENCIAS ECONÓMICAS,63.829787234042556
