,No,CVE,ENTIDAD,INSTITUCION,PROGRAMA
2034,2035,3480,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN CIENCIAS DE LA SALUD
2035,2036,3419,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN CIENCIAS EN BIODIVERSIDAD Y ECOLOGÍA
2036,2037,3277,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN CIENCIAS ESTOMATOLÓGICAS
2037,2038,7285,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN DERECHOS HUMANOS
2038,2039,5065,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN GEOMÁTICA APLICADA A RECURSOS FORESTALES Y AMBIENTALES
2039,2040,6731,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA EN GESTIÓN AMBIENTAL
2040,2041,3420,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,MAESTRÍA INSTITUCIONAL EN CIENCIAS AGROPECUARIAS Y FORESTALES
2041,2042,458,DURANGO,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,PROGRAMA INSTITUCIONAL DE DOCTORADO EN CIENCIAS AGROPECUARIAS Y FORESTALES
2042,2043,6412,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS DE LA SALUD Y FARMACÉUTICAS
2043,2044,161,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS DEL DESAROLLO REGIONAL
2044,2045,5992,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS EN BIOLOGÍA EXPERIMENTAL
2045,2046,230,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS EN EL ÁREA DE FÍSICA
2046,2047,1536,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS EN INGENIERÍA ELÉCTRICA
2047,2048,4220,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS EN INGENIERÍA FÍSICA
2048,2049,2870,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS EN INGENIERÍA MECÁNICA
2049,2050,2220,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA
2050,2051,146,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS EN METALURGIA Y CIENCIA DE LOS MATERIALES
2051,2052,6744,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS JURÍDICAS
2052,2053,3721,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS QUÍMICAS
2053,2054,5296,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN CIENCIAS Y TECNOLOGÍA DE LA MADERA
2054,2055,4212,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN DESARROLLO Y SUSTENTABILIDAD
2055,2056,6906,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN DISEÑO APLICADO
2056,2057,6472,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN ESTUDIOS PSICOSOCIALES
2057,2058,2058,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN FILOSOFÍA INSTITUCIONAL
2058,2059,6521,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN INGENIERÍA CIVIL
2059,2060,3515,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",DOCTORADO EN POLÍTICAS PÚBLICAS
2060,2061,143,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",ESPECIALIDAD EN RESTAURACIÓN DE SITIOS Y MONUMENTOS
2061,2062,1394,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN ARQUITECTURA Y PATRIMONIO CULTURAL
2062,2063,386,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS DE LA SALUD
2063,2064,6069,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS DEL DESARROLLO REGIONAL
2064,2065,3950,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN ECOLOGÍA INTEGRATIVA
2065,2066,1413,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN EL ÁREA DE FÍSICA
2066,2067,2528,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN INGENIERÍA AMBIENTAL
2067,2068,1535,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN INGENIERÍA ELÉCTRICA
2068,2069,2861,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN INGENIERÍA FÍSICA
2069,2070,162,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN INGENIERÍA MECÁNICA
2070,2071,1411,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN INGENIERÍA QUÍMICA
2071,2072,2769,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS QUÍMICAS
2072,2073,249,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS Y TECNOLOGÍA DE LA MADERA
2073,2074,1722,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN CIENCIAS: BIOLOGÍA EXPERIMENTAL
2074,2075,2856,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO","MAESTRÍA EN DERECHO CON OPCIONES EN HUMANIDADES, CIENCIA POLÍTICA, DERECHO 
ADMINISTRATIVO Y DERECHO PROCESAL CONSTITUCIONAL"
2075,2076,1874,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN DESARROLLO Y SUSTENTABILIDAD
2076,2077,4213,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN DISEÑO AVANZADO
2077,2078,1057,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN ENSEÑANZA DE LA HISTORIA
2078,2079,3759,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN ESTUDIOS DEL DISCURSO
2079,2080,2067,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN FILOSOFÍA DE LA CULTURA
2080,2081,259,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN GEOCIENCIAS Y PLANIFICACIÓN DEL TERRITORIO
2081,2082,1634,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN HISTORIA
2082,2083,1108,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN INFRAESTRUCTURA DEL TRANSPORTE EN LA RAMA DE LAS VÍAS TERRESTRES
2083,2084,5865,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN INGENIERÍA DE LOS RECURSOS HÍDRICOS
2084,2085,614,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN INGENIERÍA EN EL ÁREA DE ESTRUCTURAS
2085,2086,185,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN METALURGIA Y CIENCIAS DE LOS MATERIALES
2086,2087,2865,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN POLÍTICAS PÚBLICAS
2087,2088,3122,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",MAESTRÍA EN PSICOLOGÍA
2088,2089,1458,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",POSGRADO EN MATEMÁTICAS - DOCTORADO
2089,2090,1457,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",POSGRADO EN MATEMÁTICAS - MAESTRÍA
2090,2091,3110,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO","PROGRAMA DE MAESTRÍA EN PRODUCCIÓN AGROPECUARIA CON OPCIÓN TERMINAL EN LAS 
ÁREAS: AGRÍCOLA, PECUARIA, FORESTAL, ACUÍCOLA Y AGRONEGOCIOS"
2091,2092,210,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",PROGRAMA INSTITUCIONAL DE DOCTORADO EN CIENCIAS BIOLÓGICAS
2092,2093,391,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",PROGRAMA INSTITUCIONAL DE DOCTORADO EN HISTORIA
2093,2094,481,MICHOACÁN,"UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE 
HIDALGO",PROGRAMA INSTITUCIONAL DE MAESTRÍA EN CIENCIAS BIOLÓGICAS
2094,2095,487,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO CIENCIAS ODONTOLÓGICAS
2095,2096,5400,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN ANTROPOLOGÍA
2096,2097,1474,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN ARQUITECTURA
2097,2098,6561,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN ARTES Y DISEÑO
2098,2099,206,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN ASTROFÍSICA
2099,2100,1472,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN BIBLIOTECOLOGÍA Y ESTUDIOS DE LA INFORMACIÓN
2100,2101,1475,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIA E INGENIERÍA DE LA COMPUTACIÓN
2101,2102,125,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIA E INGENIERIA DE MATERIALES.
2102,2103,291,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS BIOLÓGICAS
2103,2104,126,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS BIOMÉDICAS
2104,2105,238,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS BIOQUÍMICAS
2105,2106,1496,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS DE LA PRODUCCIÓN Y DE LA SALUD ANIMAL
2106,2107,5268,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS DE LA SOSTENIBILIDAD
2107,2108,156,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS DE LA TIERRA
2108,2109,304,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS DEL MAR Y LIMNOLOGÍA
2109,2110,328,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS FÍSICA
2110,2111,106,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS MATEMÁTICAS
2111,2112,486,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS MÉDICAS Y DE LA SALUD
2112,2113,207,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS POLÍTICAS Y SOCIALES
2113,2114,218,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN CIENCIAS QUÍMICAS
2114,2115,257,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN DERECHO
2115,2116,220,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN ECONOMÍA
2116,2117,6832,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN ENFERMERÍA
2117,2118,6676,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN ESTUDIOS DE GÉNERO
2118,2119,689,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN ESTUDIOS LATINOAMERICANOS
2119,2120,216,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN ESTUDIOS MESOAMERICANOS
2120,2121,90,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN FILOSOFÍA
2121,2122,427,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN FILOSOFÍA DE LA CIENCIA
2122,2123,239,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN GEOGRAFÍA
2123,2124,212,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN HISTORIA
2124,2125,182,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN HISTORIA DEL ARTE
2125,2126,2591,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN INGENIERÍA AMBIENTAL
2126,2127,219,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN INGENIERÍA CIVIL
2127,2128,3061,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN INGENIERÍA ELÉCTRICA
2128,2129,326,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN INGENIERÍA ELÉCTRICA. CONTROL
2129,2130,1484,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN INGENIERÍA EN ENERGÍA
2130,2131,1489,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN INGENIERÍA EN SISTEMAS
2131,2132,2590,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN INGENIERÍA MECÁNICA
2132,2133,1486,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN INGENIERÍA QUÍMICA
2133,2134,334,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN LETRAS
2134,2135,336,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN LINGÜÍSTICA
2135,2136,193,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN MÚSICA
2136,2137,1469,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN PEDAGOGÍA
2137,2138,35,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN PSICOLOGÍA
2138,2139,209,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,DOCTORADO EN URBANISMO
2139,2140,6677,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,ESPECIALIZACIÓN EN ESTUDIOS DE GÉNERO
2140,2141,6570,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,ESPECIALIZACIÓN EN GESTIÓN DE PROYECTOS MUSEALES
2141,2142,6842,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,ESPECIALIZACIÓN EN HISTORIA DEL ARTE
2142,2143,5215,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,ESPECIALIZACIÓN EN MEDICINA VETERINARIA Y ZOOTECNIA EN DIAGNÓSTICO VETERINARIO
2143,2144,5216,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,ESPECIALIZACIÓN EN MEDICINA VETERINARIA Y ZOOTECNIA EN PRODUCCIÓN ANIMAL
2144,2145,2367,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,ESPECIALIZACIÓN EN MEDICINA Y CIRUGÍA VETERINARIAS
2145,2146,5645,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ANTROPOLOGÍA
2146,2147,1127,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ARQUITECTURA
2147,2148,6564,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ARTES VISUALES
2148,2149,205,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ASTROFÍSICA
2149,2150,736,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN AUDITORÍA
2150,2151,105,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN BIBLIOTECOLOGÍA Y ESTUDIOS DE LA INFORMACIÓN
2151,2152,236,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIA E INGENIERÍA DE LA COMPUTACIÓN
2152,2153,124,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRIA EN CIENCIA E INGENIERIA DE MATERIALES.
2153,2154,289,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS BIOLÓGICAS
2154,2155,237,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS BIOQUÍMICAS
2155,2156,1497,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS DE LA PRODUCCIÓN Y DE LA SALUD ANIMAL
2156,2157,5267,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS DE LA SOSTENIBILIDAD
2157,2158,152,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS DE LA TIERRA
2158,2159,305,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS DEL MAR Y LIMNOLOGÍA
2159,2160,306,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS FÍSICA
2160,2161,1527,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS FÍSICA MÉDICA
2161,2162,110,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS MATEMÁTICAS
2162,2163,485,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS MÉDICAS Y DE LA SALUD
2163,2164,1473,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS ODONTOLÓGICAS
2164,2165,1470,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS QUÍMICAS
2165,2166,42,QUERÉTARO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CIENCIAS: NEUROBIOLOGÍA
2166,2167,6567,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN CINE DOCUMENTAL
2167,2168,208,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN COMUNICACIÓN
2168,2169,6663,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DEMOGRAFÍA SOCIAL
2169,2170,254,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DERECHO
2170,2171,1483,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DISEÑO INDUSTRIAL
2171,2172,6568,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DISEÑO Y COMUNICACIÓN VISUAL
2172,2173,6569,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DOCENCIA EN ARTES Y DISEÑO
2173,2174,6925,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DOCENCIA PARA LA EDUCACIÓN MEDIA SUPERIOR CIENCIAS DE LA SALUD
2174,2175,5918,MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DOCENCIA PARA LA EDUCACIÓN MEDIA SUPERIOR FILOSOFÍA
2175,2176,5272,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DOCENCIA PARA LA EDUCACIÓN MEDIA SUPERIOR GEOGRAFÍA
2176,2177,5273,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DOCENCIA PARA LA EDUCACIÓN MEDIA SUPERIOR PSICOLOGÍA
2177,2178,832,MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DOCENCIA PARA LA EDUCACIÓN MEDIA SUPERIOR: BIOLOGÍA
2178,2179,502,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DOCENCIA PARA LA EDUCACIÓN MEDIA SUPERIOR: FÍSICA
2179,2180,6037,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN DOCENCIA PARA LA EDUCACIÓN MEDIA SUPERIOR: QUÍMICA
2180,2181,222,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ECONOMÍA
2181,2182,255,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ENFERMERÍA
2182,2183,6675,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ESTUDIOS DE GÉNERO
2183,2184,260,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ESTUDIOS LATINOAMERICANOS
2184,2185,5042,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ESTUDIOS MESOAMERICANOS
2185,2186,6346,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ESTUDIOS MÉXICO-ESTADOS UNIDOS
2186,2187,213,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN ESTUDIOS POLÍTICOS Y SOCIALES
2187,2188,89,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN FILOSOFÍA
2188,2189,1471,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN FILOSOFÍA DE LA CIENCIA
2189,2190,240,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN GEOGRAFÍA
2190,2191,214,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN GOBIERNO Y ASUNTOS PÚBLICOS
2191,2192,6345,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN HISTORIA
2192,2193,196,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN HISTORIA DEL ARTE
2193,2194,1490,CIUDAD DE MÉXICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,MAESTRÍA EN INGENIERÍA AMBIENTAL
